ID(original),ID,Question,Answers
antivirals,243,Is it just flu?,There are currently no antiviral drugs recommended or licensed by the U.S. Food and Drug Administration for COVID-19.
antivirals,243,Can antivirals be used to treat COVID-19?,There are currently no antiviral drugs recommended or licensed by the U.S. Food and Drug Administration for COVID-19.
antivirals,243,Wich antivirals can be used to treat the virus?,There are currently no antiviral drugs recommended or licensed by the U.S. Food and Drug Administration for COVID-19.
antivirals,243,Are there antivirals to treat the virus?,There are currently no antiviral drugs recommended or licensed by the U.S. Food and Drug Administration for COVID-19.
antivirals,243,Are there antiviral treatments?,There are currently no antiviral drugs recommended or licensed by the U.S. Food and Drug Administration for COVID-19.
antivirals,243,Are any antivirals available to treat COVID-19?,There are currently no antiviral drugs recommended or licensed by the U.S. Food and Drug Administration for COVID-19.
antivirals,243,Tell me about the antivirals that can treat the virus,"There is no evidence that supports that the virus, and the ensuing pandemic, was the result of the use of a bioweapon.An international team of researchers recently published a study that refutes the theory that the virus that causes COVID-19, also known as SARS-CoV-2, is a bioweapon.Rather, it likely originated from natural processes, transferring from an animal host into humans (a process called zoonotic transfer).For more information on their research findings, please see the following web page: https://www.nature.com/articles/s41591-020-0820-9"
bioweapon,244,Is the virus a bioweapon?,"There is no evidence that supports that the virus, and the ensuing pandemic, was the result of the use of a bioweapon.An international team of researchers recently published a study that refutes the theory that the virus that causes COVID-19, also known as SARS-CoV-2, is a bioweapon.Rather, it likely originated from natural processes, transferring from an animal host into humans (a process called zoonotic transfer).For more information on their research findings, please see the following web page: https://www.nature.com/articles/s41591-020-0820-9"
bioweapon,244,Did the virus escape from a lab?,"There is no evidence that supports that the virus, and the ensuing pandemic, was the result of the use of a bioweapon.An international team of researchers recently published a study that refutes the theory that the virus that causes COVID-19, also known as SARS-CoV-2, is a bioweapon.Rather, it likely originated from natural processes, transferring from an animal host into humans (a process called zoonotic transfer).For more information on their research findings, please see the following web page: https://www.nature.com/articles/s41591-020-0820-9"
bioweapon,244,Was covid-19 released from chinese lab,"There is no evidence that supports that the virus, and the ensuing pandemic, was the result of the use of a bioweapon.An international team of researchers recently published a study that refutes the theory that the virus that causes COVID-19, also known as SARS-CoV-2, is a bioweapon.Rather, it likely originated from natural processes, transferring from an animal host into humans (a process called zoonotic transfer).For more information on their research findings, please see the following web page: https://www.nature.com/articles/s41591-020-0820-9"
bioweapon,244,Is it possible Co-Vid 19 has been engineered?,"There is no evidence that supports that the virus, and the ensuing pandemic, was the result of the use of a bioweapon.An international team of researchers recently published a study that refutes the theory that the virus that causes COVID-19, also known as SARS-CoV-2, is a bioweapon.Rather, it likely originated from natural processes, transferring from an animal host into humans (a process called zoonotic transfer).For more information on their research findings, please see the following web page: https://www.nature.com/articles/s41591-020-0820-9"
bioweapon,244,Who is responsible for the virus?,"There is no evidence that supports that the virus, and the ensuing pandemic, was the result of the use of a bioweapon.An international team of researchers recently published a study that refutes the theory that the virus that causes COVID-19, also known as SARS-CoV-2, is a bioweapon.Rather, it likely originated from natural processes, transferring from an animal host into humans (a process called zoonotic transfer).For more information on their research findings, please see the following web page: https://www.nature.com/articles/s41591-020-0820-9"
bioweapon,244,Did scientists create the virus?,I couldn't find a human colleague at this moment. Someone will contact you within 24 hours.
chat-with,245,Is anyone available to chat?,I couldn't find a human colleague at this moment. Someone will contact you within 24 hours.
chat-with,245,Could I chat with a human?,I couldn't find a human colleague at this moment. Someone will contact you within 24 hours.
chat-with,245,I want human help,I couldn't find a human colleague at this moment. Someone will contact you within 24 hours.
chat-with,245,Can you please connect me with a human,I couldn't find a human colleague at this moment. Someone will contact you within 24 hours.
chat-with,245,I want to speak with a human please,I couldn't find a human colleague at this moment. Someone will contact you within 24 hours.
chat-with,245,talk to human,"Unlike the four strains of coronavirus known to cause about 20% of the cases of common cold, COVID-19 virus can cause severe illness, and even death. Scientist believe this is because while coronaviruses causing the common cold compromise the upper respiratory tract (nose and throat), COVID-19 virus infects the lower respiratory tract (lungs). 
"
coldvirus,246,How is this virus different from others?,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide."
coldvirus,246,What are the main differences between coronaviruses that cause the common cold and COVID-19 virus?,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide."
coldvirus,246,How does this new virus differ from others?,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide."
coldvirus,246,What is the difference between the common cold and the coronavirus?,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide."
coldvirus,246,How is it different from other viruses?,"Unlike the four strains of coronavirus known to cause about 20% of the cases of common cold, COVID-19 virus can cause severe illness, and even death. Scientist believe this is because while coronaviruses causing the common cold compromise the upper respiratory tract (nose and throat), COVID-19 virus infects the lower respiratory tract (lungs). 
"
coldvirus,246,Teach me how COVID-19 is different from other virus,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide."
coldvirus,246,What's the difference btw. this virus and other cold viruses?,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide."
coldvirus,246,How the new coronavirus differ from other viruses?,"Unlike the four strains of coronavirus known to cause about 20% of the cases of common cold, COVID-19 virus can cause severe illness, and even death. Scientist believe this is because while coronaviruses causing the common cold compromise the upper respiratory tract (nose and throat), COVID-19 virus infects the lower respiratory tract (lungs). 
"
coldvirus,246,How is COVID-19 different from other common cold virus?,"Unlike the four strains of coronavirus known to cause about 20% of the cases of common cold, COVID-19 virus can cause severe illness, and even death. Scientist believe this is because while coronaviruses causing the common cold compromise the upper respiratory tract (nose and throat), COVID-19 virus infects the lower respiratory tract (lungs)."
coldvirus,246,How is COVID-19 different from other virus?,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide."
coldvirus,246,Is it the same as flu?,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide."
coldvirus,246,Tell me the main difference btw. COVID-19 and other viruses,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide.
"
coldvirus,246,How is COVID-19 different?,"Unlike the four strains of coronavirus known to cause about 20% of the cases of common cold, COVID-19 virus can cause severe illness, and even death. Scientist believe this is because while coronaviruses causing the common cold compromise the upper respiratory tract (nose and throat), COVID-19 virus infects the lower respiratory tract (lungs)."
coldvirus,246,How does COVID-19 differ from other cold viruses?,"Unlike the four strains of coronavirus known to cause about 20% of the cases of common cold, COVID-19 virus can cause severe illness, and even death. Scientist believe this is because while coronaviruses causing the common cold compromise the upper respiratory tract (nose and throat), COVID-19 virus infects the lower respiratory tract (lungs).

"
coldvirus,246,Is COVID-19 a very different virus?,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide."
coldvirus,246,Tell me how it is different,"Unlike the four strains of coronavirus known to cause about 20% of the cases of common cold, COVID-19 virus can cause severe illness, and even death. Scientist believe this is because while coronaviruses causing the common cold compromise the upper respiratory tract (nose and throat), COVID-19 virus infects the lower respiratory tract (lungs)."
coldvirus,246,Tell me how this new virus is different,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide.

"
coldvirus,246,Tell me how different COVID-19 is from other viruses,"Unlike the four strains of coronavirus known to cause about 20% of the cases of common cold, COVID-19 virus can cause severe illness, and even death. Scientist believe this is because while coronaviruses causing the common cold compromise the upper respiratory tract (nose and throat), COVID-19 virus infects the lower respiratory tract (lungs)."
coldvirus,246,What's the difference between this one and others?,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide."
coldvirus,246,Could you tell me the difference btw. COVID-19 and common cold viruses?,"Unlike the four strains of coronavirus known to cause about 20% of the cases of common cold, COVID-19 virus can cause severe illness, and even death. Scientist believe this is because while coronaviruses causing the common cold compromise the upper respiratory tract (nose and throat), COVID-19 virus infects the lower respiratory tract (lungs)."
coldvirus,246,Tell me about the difference btw. this virus and others,"Unlike the four strains of coronavirus known to cause about 20% of the cases of common cold, COVID-19 virus can cause severe illness, and even death. Scientist believe this is because while coronaviruses causing the common cold compromise the upper respiratory tract (nose and throat), COVID-19 virus infects the lower respiratory tract (lungs)."
coldvirus,246,Tell me how it is different from other viruses,"Unlike the four strains of coronavirus known to cause about 20% of the cases of common cold, COVID-19 virus can cause severe illness, and even death. Scientist believe this is because while coronaviruses causing the common cold compromise the upper respiratory tract (nose and throat), COVID-19 virus infects the lower respiratory tract (lungs)."
coldvirus,246,How is the new virus different?,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide."
coldvirus,246,What is the difference between this new virus and others?,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide."
coldvirus,246,Tell me how different this new virus is,"This virus belongs to the family of viruses called Coronaviridae, which includes four members known to cause of the common cold and two members who cause the deadly diseases SARS and MERS. This virus differs genetically from all the other known coronaviruses, and like the SARS and MERS viruses causes severe and sometimes fatal infection. There is little to no pre-existing immunity against this new Coronavirus, so it can spread worldwide. 
"
coldvirus,246,How is this worse than the flu?,"CDC is responding to an outbreak of respiratory illness caused by a novel (new) coronavirus. In the event of a discrepancy between CDC cases and cases reported by state and local public health officials, data reported by states should be considered the most up to date. 
"
compare,247,How do reports of confirmed cases compare with the projections of scientific models of the outbreak?,"CDC is responding to an outbreak of respiratory illness caused by a novel (new) coronavirus. In the event of a discrepancy between CDC cases and cases reported by state and local public health officials, data reported by states should be considered the most up to date."
compare,247,Why the number of reported cases is different from the projected number,"CDC is responding to an outbreak of respiratory illness caused by a novel (new) coronavirus. In the event of a discrepancy between CDC cases and cases reported by state and local public health officials, data reported by states should be considered the most up to date."
compare,247,What is the difference between the number of confirmed cases and the scientific models of the coronavirus?,"CDC is responding to an outbreak of respiratory illness caused by a novel (new) coronavirus. In the event of a discrepancy between CDC cases and cases reported by state and local public health officials, data reported by states should be considered the most up to date."
compare,247,Why are there more estimated cases than the actual confirmed cases?,"CDC is responding to an outbreak of respiratory illness caused by a novel (new) coronavirus. In the event of a discrepancy between CDC cases and cases reported by state and local public health officials, data reported by states should be considered the most up to date."
compare,247,How do confirmed cases compare with the projected cases?,"CDC is responding to an outbreak of respiratory illness caused by a novel (new) coronavirus. In the event of a discrepancy between CDC cases and cases reported by state and local public health officials, data reported by states should be considered the most up to date. 
"
compare,247,How many cases are in ny?,"CDC is responding to an outbreak of respiratory illness caused by a novel (new) coronavirus. In the event of a discrepancy between CDC cases and cases reported by state and local public health officials, data reported by states should be considered the most up to date."
compare,247,Why the number of confirmed cases is different from that of projected cases?,"CDC is responding to an outbreak of respiratory illness caused by a novel (new) coronavirus. In the event of a discrepancy between CDC cases and cases reported by state and local public health officials, data reported by states should be considered the most up to date."
compare,247,Why the number of reported cases is different from the number of projected cases,"CDC is responding to an outbreak of respiratory illness caused by a novel (new) coronavirus. In the event of a discrepancy between CDC cases and cases reported by state and local public health officials, data reported by states should be considered the most up to date."
compare,247,Why are the numbers different: confirmed cases vs. projected cases,"CDC is responding to an outbreak of respiratory illness caused by a novel (new) coronavirus. In the event of a discrepancy between CDC cases and cases reported by state and local public health officials, data reported by states should be considered the most up to date."
compare,247,Tell me why there is a discrepancies btw. the number of confirmed cases vs. projected cases,"CDC is responding to an outbreak of respiratory illness caused by a novel (new) coronavirus. In the event of a discrepancy between CDC cases and cases reported by state and local public health officials, data reported by states should be considered the most up to date. 
"
compare,247,Tell me about confirmed cases vs. projected cases.,You can always chat w/ me since I am up 24x7 and learning new things every day!
contact,248,contact you,You can always chat w/ me since I am up 24x7 and learning new things every day!
contact,248,I would really like to sign up as a volunteer for your team and answer questions related to COVID 19. How do I sign up?,You can always chat w/ me since I am up 24x7 and learning new things every day!
contact,248,How can I volunteer to help you,You can always chat w/ me since I am up 24x7 and learning new things every day!
contact,248,Are you online all the time?,You can always chat w/ me since I am up 24x7 and learning new things every day!
contact,248,Please tell me how I can get in touch,You can always chat w/ me since I am up 24x7 and learning new things every day!
contact,248,how to contact you,You can always chat w/ me since I am up 24x7 and learning new things every day!
contact,248,Can I ask you more stuff?,"You can always chat w/ me since I am up 24x7 and learning new things every day! 
"
contact,248,When can we talk again?,Thank you so much for your interest in volunteering to answer questions related to COVID-19. You can contact us at our website. One of us will response back to you with more details to sign up to be a volunteer. I can't wait to have you in the team!
contact,248,How to sign up as a volunteer?,"You can always chat w/ me since I am up 24x7 and learning new things every day!
"
contact,248,How can I help,"RASA is made for developers who must know how to program computers to power AI. In contrast, the Juji platform enables everyone including non-technical folks to DIY powerful AI chatbots rapidly. In addition, Juji AI chatbots can actively listen to their users and automatically manage complex conversations to ensure task completion, and Juji AI chatbots can read between the lines and understand users' true intentions and needs from the chat text to personalize every conversation. 

"
diff-rasa,249,How does Juji differ from RASA?,"RASA is made for developers who must know how to program computers to power AI. In contrast, the Juji platform enables everyone including non-technical folks to DIY powerful AI chatbots rapidly. In addition, Juji AI chatbots can actively listen to their users and automatically manage complex conversations to ensure task completion, and Juji AI chatbots can read between the lines and understand users' true intentions and needs from the chat text to personalize every conversation."
diff-rasa,249,How is Juji different from RASA?,"RASA is made for developers who must know how to program computers to power AI. In contrast, the Juji platform enables everyone including non-technical folks to DIY powerful AI chatbots rapidly. In addition, Juji AI chatbots can actively listen to their users and automatically manage complex conversations to ensure task completion, and Juji AI chatbots can read between the lines and understand users' true intentions and needs from the chat text to personalize every conversation."
diff-rasa,249,Why are you not powered by RASA?,"RASA is made for developers who must know how to program computers to power AI. In contrast, the Juji platform enables everyone including non-technical folks to DIY powerful AI chatbots rapidly. In addition, Juji AI chatbots can actively listen to their users and automatically manage complex conversations to ensure task completion, and Juji AI chatbots can read between the lines and understand users' true intentions and needs from the chat text to personalize every conversation."
diff-rasa,249,What is RASA?,"RASA is made for developers who must know how to program computers to power AI. In contrast, the Juji platform enables everyone including non-technical folks to DIY powerful AI chatbots rapidly. In addition, Juji AI chatbots can actively listen to their users and automatically manage complex conversations to ensure task completion, and Juji AI chatbots can read between the lines and understand users' true intentions and needs from the chat text to personalize every conversation."
diff-rasa,249,What differentiates Juji from RASA?,"RASA is made for developers who must know how to program computers to power AI. In contrast, the Juji platform enables everyone including non-technical folks to DIY powerful AI chatbots rapidly. In addition, Juji AI chatbots can actively listen to their users and automatically manage complex conversations to ensure task completion, and Juji AI chatbots can read between the lines and understand users' true intentions and needs from the chat text to personalize every conversation."
diff-rasa,249,What are the differences between Juji and RASA?,"RASA is made for developers who must know how to program computers to power AI. In contrast, the Juji platform enables everyone including non-technical folks to DIY powerful AI chatbots rapidly. In addition, Juji AI chatbots can actively listen to their users and automatically manage complex conversations to ensure task completion, and Juji AI chatbots can read between the lines and understand users' true intentions and needs from the chat text to personalize every conversation."
diff-rasa,249,Why don't you use RASA o power our chat?,"RASA is made for developers who must know how to program computers to power AI. In contrast, the Juji platform enables everyone including non-technical folks to DIY powerful AI chatbots rapidly. In addition, Juji AI chatbots can actively listen to their users and automatically manage complex conversations to ensure task completion, and Juji AI chatbots can read between the lines and understand users' true intentions and needs from the chat text to personalize every conversation."
diff-rasa,249,How is Juji better than RASA?,"RASA is made for developers who must know how to program computers to power AI. In contrast, the Juji platform enables everyone including non-technical folks to DIY powerful AI chatbots rapidly. In addition, Juji AI chatbots can actively listen to their users and automatically manage complex conversations to ensure task completion, and Juji AI chatbots can read between the lines and understand users' true intentions and needs from the chat text to personalize every conversation."
diff-rasa,249,"What are their differences, Juji vs. RASA?","RASA is made for developers who must know how to program computers to power AI. In contrast, the Juji platform enables everyone including non-technical folks to DIY powerful AI chatbots rapidly. In addition, Juji AI chatbots can actively listen to their users and automatically manage complex conversations to ensure task completion, and Juji AI chatbots can read between the lines and understand users' true intentions and needs from the chat text to personalize every conversation."
diff-rasa,249,"How are they different, Juji vs. RASA?","RASA is made for developers who must know how to program computers to power AI. In contrast, the Juji platform enables everyone including non-technical folks to DIY powerful AI chatbots rapidly. In addition, Juji AI chatbots can actively listen to their users and automatically manage complex conversations to ensure task completion, and Juji AI chatbots can read between the lines and understand users' true intentions and needs from the chat text to personalize every conversation."
diff-rasa,249,Why isn't RASA used?,"RASA is made for developers who must know how to program computers to power AI. In contrast, the Juji platform enables everyone including non-technical folks to DIY powerful AI chatbots rapidly. In addition, Juji AI chatbots can actively listen to their users and automatically manage complex conversations to ensure task completion, and Juji AI chatbots can read between the lines and understand users' true intentions and needs from the chat text to personalize every conversation."
diff-rasa,249,What are the major differences btw Juji and RASA?,"RASA is made for developers who must know how to program computers to power AI. In contrast, the Juji platform enables everyone including non-technical folks to DIY powerful AI chatbots rapidly. In addition, Juji AI chatbots can actively listen to their users and automatically manage complex conversations to ensure task completion, and Juji AI chatbots can read between the lines and understand users' true intentions and needs from the chat text to personalize every conversation."
diff-rasa,249,Why do you not use RASA?,"RASA is made for developers who must know how to program computers to power AI. In contrast, the Juji platform enables everyone including non-technical folks to DIY powerful AI chatbots rapidly. In addition, Juji AI chatbots can actively listen to their users and automatically manage complex conversations to ensure task completion, and Juji AI chatbots can read between the lines and understand users' true intentions and needs from the chat text to personalize every conversation."
diff-rasa,249,Why is RASA not used?,"No. Remdesivir was made during the 2013-2016 Ebola outbreak, so not enough time has passed for the patent to expire so that a generic can be made."
english_medicine_generic,250,Is there a generic version of remdesivir?,"There is no available guideline regarding of what should one wear to be protected on a regular basic. Keep the outfit simple. Wear protective, cloth face covers when go out to places where social distance hard to maintain. Make sure to wash hand regularly and avoid touching eyes, nose and mouth with your hand or using clothes to wipe down your faces."
equipment,251,What kind of protective equipment is useful,"There is no available guideline regarding of what should one wear to be protected on a regular basic. Keep the outfit simple. Wear protective, cloth face covers when go out to places where social distance hard to maintain. Make sure to wash hand regularly and avoid touching eyes, nose and mouth with your hand or using clothes to wipe down your faces."
equipment,251,Tell me what protective equipment is effective for COVID-19,"There is no available guideline regarding of what should one wear to be protected on a regular basic. Keep the outfit simple. Wear protective, cloth face covers when go out to places where social distance hard to maintain. Make sure to wash hand regularly and avoid touching eyes, nose and mouth with your hand or using clothes to wipe down your faces."
equipment,251,What protective equipment should be used,"There is no available guideline regarding of what should one wear to be protected on a regular basic. Keep the outfit simple. Wear protective, cloth face covers when go out to places where social distance hard to maintain. Make sure to wash hand regularly and avoid touching eyes, nose and mouth with your hand or using clothes to wipe down your faces."
equipment,251,Tell me about protective equipment against the virus,"Thank you for thinking about protection. The Occupational Safety and Health Administration (OSHA) recommends that healthcare workers use a combination of standard procedures to protect themselves, including wearing gowns, gloves, National Institute for Occupational Safety and Health (NIOSH)-certified disposable N95 or better respirators, and eye/face protection. 
"
equipment,251,Tell me about protective equipment,"There is no available guideline regarding of what should one wear to be protected on a regular basic. Keep the outfit simple. Wear protective, cloth face covers when go out to places where social distance hard to maintain. Make sure to wash hand regularly and avoid touching eyes, nose and mouth with your hand or using clothes to wipe down your faces."
equipment,251,Tell me about protecture gears,"There is no available guideline regarding of what should one wear to be protected on a regular basic. Keep the outfit simple. Wear protective, cloth face covers when go out to places where social distance hard to maintain. Make sure to wash hand regularly and avoid touching eyes, nose and mouth with your hand or using clothes to wipe down your faces."
equipment,251,What protective equipment are effective,"There is no available guideline regarding of what should one wear to be protected on a regular basic. Keep the outfit simple. Wear protective, cloth face covers when go out to places where social distance hard to maintain. Make sure to wash hand regularly and avoid touching eyes, nose and mouth with your hand or using clothes to wipe down your faces."
equipment,251,What kind of protective equipment is effective for the new virus,"Thank you for thinking about protection. The Occupational Safety and Health Administration (OSHA) recommends that healthcare workers use a combination of standard procedures to protect themselves, including wearing gowns, gloves, National Institute for Occupational Safety and Health (NIOSH)-certified disposable N95 or better respirators, and eye/face protection."
equipment,251,What kind of protective equipment is effective for the virus,"Thank you for thinking about protection. The Occupational Safety and Health Administration (OSHA) recommends that healthcare workers use a combination of standard procedures to protect themselves, including wearing gowns, gloves, National Institute for Occupational Safety and Health (NIOSH)-certified disposable N95 or better respirators, and eye/face protection."
equipment,251,What kind of protective equipment is effective for COVID-19,"There is no available guideline regarding of what should one wear to be protected on a regular basic. Keep the outfit simple. Wear protective, cloth face covers when go out to places where social distance hard to maintain. Make sure to wash hand regularly and avoid touching eyes, nose and mouth with your hand or using clothes to wipe down your faces."
equipment,251,Tell me about protective equipment against COVID-19,"Thank you for thinking about protection. The Occupational Safety and Health Administration (OSHA) recommends that healthcare workers use a combination of standard procedures to protect themselves, including wearing gowns, gloves, National Institute for Occupational Safety and Health (NIOSH)-certified disposable N95 or better respirators, and eye/face protection."
equipment,251,Tell me about protective equipment against the new virus,"Thank you for thinking about protection. The Occupational Safety and Health Administration (OSHA) recommends that healthcare workers use a combination of standard procedures to protect themselves, including wearing gowns, gloves, National Institute for Occupational Safety and Health (NIOSH)-certified disposable N95 or better respirators, and eye/face protection."
equipment,251,What protective equipment is most effective for healthcare workers?,"There is no available guideline regarding of what should one wear to be protected on a regular basic. Keep the outfit simple. Wear protective, cloth face covers when go out to places where social distance hard to maintain. Make sure to wash hand regularly and avoid touching eyes, nose and mouth with your hand or using clothes to wipe down your faces."
equipment,251,How to protect myself against the virus?,"Thank you for thinking about protection. The Occupational Safety and Health Administration (OSHA) recommends that healthcare workers use a combination of standard procedures to protect themselves, including wearing gowns, gloves, National Institute for Occupational Safety and Health (NIOSH)-certified disposable N95 or better respirators, and eye/face protection."
equipment,251,What protective measures are there for healthcare workers?,"Thank you for thinking about protection. The Occupational Safety and Health Administration (OSHA) recommends that healthcare workers use a combination of standard procedures to protect themselves, including wearing gowns, gloves, National Institute for Occupational Safety and Health (NIOSH)-certified disposable N95 or better respirators, and eye/face protection."
equipment,251,How do doctors and nurses stay safe in this outbreak?,"Thank you for thinking about protection. The Occupational Safety and Health Administration (OSHA) recommends that healthcare workers use a combination of standard procedures to protect themselves, including wearing gowns, gloves, National Institute for Occupational Safety and Health (NIOSH)-certified disposable N95 or better respirators, and eye/face protection."
equipment,251,Is there protective gear?,"Thank you for thinking about protection. The Occupational Safety and Health Administration (OSHA) recommends that healthcare workers use a combination of standard procedures to protect themselves, including wearing gowns, gloves, National Institute for Occupational Safety and Health (NIOSH)-certified disposable N95 or better respirators, and eye/face protection."
equipment,251,Is there preventive gear?,"Thank you for thinking about protection. The Occupational Safety and Health Administration (OSHA) recommends that healthcare workers use a combination of standard procedures to protect themselves, including wearing gowns, gloves, National Institute for Occupational Safety and Health (NIOSH)-certified disposable N95 or better respirators, and eye/face protection. 

"
equipment,251,What should I wear to protect myself?,"Thank you for thinking about protection. The Occupational Safety and Health Administration (OSHA) recommends that healthcare workers use a combination of standard procedures to protect themselves, including wearing gowns, gloves, National Institute for Occupational Safety and Health (NIOSH)-certified disposable N95 or better respirators, and eye/face protection. 
"
equipment,251,What are protective gears,"I can help you get info on COVID-19, e.g., treatment development and test accuracy."
help,252,Can you help me?,"I can help you get info on COVID-19, e.g., treatment development and test accuracy. 
"
help,252,"So, what do you know about?","I can help you get info on COVID-19, e.g., treatment development and test accuracy. 
"
help,252,CoV-19,"I can help you get info on COVID-19, e.g., treatment development and test accuracy."
help,252,covid-19,"I can help you get info on COVID-19, e.g., treatment development and test accuracy.
"
help,252,covid 19?,"I can help you get info on COVID-19, e.g., treatment development and test accuracy.
"
help,252,What do you know about COVID-19?,"COVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new virus and disease were unknown before the outbreak began in Wuhan, China, in December 2019."
help,252,tell me about covid-19,"COVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new virus and disease were unknown before the outbreak began in Wuhan, China, in December 2019.
"
help,252,tell me about the coronavirus,"COVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new virus and disease were unknown before the outbreak began in Wuhan, China, in December 2019.

"
help,252,tell me about CoV-19,"I can help answer questions about COVID-19, e.g., how to preprare for an outbreak or how is it different from other viruses. 
"
help,252,Help,"I can help answer questions about COVID-19, e.g., how to preprare for an outbreak or how is it different from other viruses."
help,252,What questions can you answer,"Yes. I am here. What can I help you with? My expertise is COVID-19 and I will try my best to answer your questions. 
"
help,252,How much do you know about the COVID-19?,"COVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new virus and disease were unknown before the outbreak began in Wuhan, China, in December 2019."
help,252,What can you help with?,"COVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new virus and disease were unknown before the outbreak began in Wuhan, China, in December 2019."
help,252,What do you know?,"If an individual is 1) experiencing COVID-19 symptoms and 2) had the opportunity to be exposed to COVID-19 virus, they should be isolated and tested. The US Centers for Disease Control and Prevention (CDC) has developed a test for the analysis of patients' specimens."
how_suspect,253,How do we confirm suspected infections,"If an individual is 1) experiencing COVID-19 symptoms and 2) had the opportunity to be exposed to COVID-19 virus, they should be isolated and tested. The US Centers for Disease Control and Prevention (CDC) has developed a test for the analysis of patients' specimens."
how_suspect,253,"How can we be sure cases are being confirmed?""","If an individual is 1) experiencing COVID-19 symptoms and 2) had the opportunity to be exposed to COVID-19 virus, they should be isolated and tested. The US Centers for Disease Control and Prevention (CDC) has developed a test for the analysis of patients' specimens."
